message,score,sentiment
NASA is requesting 24 volunteers who can stay in bed for almost two months,0.0,2
It is not enough to stop using straws.,0.2235,3
"#Desaparecidos On June 25, the minor César Adrián Orosco was last seen, when his stepfather returned from work saw that he was no longer in the house",-0.296,1
"Georgina Elizabeth Pérez Montiel, 9 years old, was last seen on February 1 in Antonio Gamboa Street, Colonia Constitución de la República, Mayor Gustavo A. Madero.",0.0,2
We are all Ivana at some point,0.0,2
Once again the women put the name of Mexico back up.,0.0,2
"The day he disappeared, Oscar Tristan wore a yellow shirt, military green bermuda and navy blue tennis shoes.",-0.2263,1
"The justices continue: Women chase and capture their assailants, happened in Cuernavaca. Via Image News with Yuriria Sierra",0.0,2
Are you unpunctual in your work? It will not be an excuse for your boss to fire you:,-0.3863,1
# LoMásVisto How do young women have fun in #Ecatepec? Pam tells us about her experience in the municipality of the State of Mexico most dangerous for women in the country.,-0.024,2
Chino skin: Mexican military band in the war of Moscow military bands. He started with El Sinaloense,-0.5994,1
#Sports Declare the day of Andy Ruiz Jr. in the Imperial Valley with parade and the delivery of the keys of the city to the world champion of full weight Read the story:,0.5994,3
What a beautiful story! This young woman took her graduation diploma to her father's job that she could not go to graduation and the video went viral on social networks.,0.636,3
The SCJN opened the possibility for State Congresses to change their laws and favor homoparental families and can register their children with their respective surnames,0.6705,3
Any resemblance to reality is mere coincidence...,0.0,2
"Dog prevents assault at gas station in Madero, Tamaulipas. The assailants wanted to take the money, beat the worker and the dog came to his rescue.",-0.0516,1
# LoMásVisto The unedited video of the murder of Luis Donaldo Colosio comes to light.,-0.6908,1
"It was at UAM1 station where Martina Uribe saw her daughter for the last time. The last record of your cell phone is in Cadereyta, Nuevo León.",0.0,2
"Children under 18 in Mexico can no longer marry with the consent of their parents, or by customs and customs, or by anything or anyone",-0.0772,1
The PGJCDMX asked the population that any information about the whereabouts of any of the minors be communicated to the authorities,0.0,2
"30 years ago, from Ciudad Satétite, Café Tacvba has put the entire Chilanga Banda to dance, and they celebrated it in the best way ...",0.836,3
The following video is a clear sign that the armed forces warned Tlahuelilpan residents of the tragedy that could happen. They ignored.,-0.7351,1
If you hurt yourself by exercising or you are hurt by the humidity of the rains ...,-0.7783,1
"There were many people who came with jugs, there were women, children, teenagers. They approached the fountain even in vans to load. And they began to play, to make borlote where the hydrocarbon was sprouting; They jumped, laughed and relaxed. They got wet and it seemed funny, many people were getting wet with gasoline",0.8885,3
"During the demonstration in front of the Secretariat of Citizen Security, participants vandalized the Metrobus Insurgentes station and harassed reporters and cameramen.",-0.1779,1
"The dog that supported the earthquakes of September 2017, will now be adopted by a family to spend their last years in peace.",0.7003,3
"We are people, not machines",0.0,2
Erick N would have separated students with the pretext of applying an oral exam.,0.0,2
The story with #AzucenaxMILENIO,0.0,2
Almost all men who suffer abuse lie due to social pressure,-0.872,1
"If you don't know someone, it's probably you!",0.0,2
"Natalie, 23, did not imagine that such a common movement could bring such terrible consequences",-0.4767,1
Congratulations to the polytechnics for this great achievement!,0.8769,3
#FUERTESISM,0.0,2
We were present at the second RAMMSTEIN concert: New Years Eve Mexico and this is how Du Hast sounds.,0.0,2
‘Eating the world’ daily is exhausting: children also have the right to have their days lazy,-0.6124,1
Cruz Antonio Contreras Mastache was in charge of encouraging the Spiderman.,0.5267,3
"#Video This pyramid-shaped farm is a prototype for up to 600 plants, 200 fish and two birds. Via Dw.eDW Spanish",0.0,2
"The legacy of Rio will follow! Blue Macaw is born, a species declared as extinct, and becomes an opportunity to preserve it",0.4753,3
Free vacations in Finland? How do i do it?!,0.6062,3
"For this reason you are dying of heat in the CDMX, but calm, there is still a solution. # InfographicsCC",0.7096,3
Kenya decides to sanction the poachers of animals at risk of extinction with the death penalty.,-0.8402,1
"The student's mother picked up her son's body from the facilities of the Institute of Forensic Sciences, after they performed the necropsy to detail the causes of death",-0.5994,1
The Sinaloans argue that the capture of ‘El Chapo‘ has caused the region to decline economically,-0.34,1
You do not need to spend a fortune to know the Greek Islands,0.0,2
Last minute! Actress Christian Bach dies at 59. Rest in peace.,0.5848,3
Take out your pretty terno and your colored ribbon ...,0.4939,3
Would you pay them?,-0.1027,1
Let no one dare to say that a colic is anything.,-0.296,1
"#Internationals | Grandpa pays a birth certificate with coriander and goes viral. An elderly man went to the civil registry for an act in El Salvador and at the time of payment he took from his coriander backpack, since it was his only form of payment. The publication that circulates in social networks indicates that the person in charge of said dependence accepted the most normal coriander and the man left happy and asks them to help the elderly so that they always feel useful and are treated with dignity. How about?",0.9201,3
Let's start the weekend with the right foot,0.0,2
The intense of the day:,0.0772,3
Outrageous! Senator of Morena says that the media magnified the tragedy of the tragedy that happened in # Minatitlán,-0.92,1
There are reports of this challenge since May 2017 and it is known that some children have become pressured by their peers to perform this viral game,-0.1343,1
"Miguel Torruco Marqués, head of the Sectur, said that “tourism will be a right for everyone”, so that Mexican citizens with limited resources and in vulnerable situations will be invited to travel for free in the country",0.128,3
"In a world of Kardashians, be a Keanu Reeves ...",0.0,2
It is time for people to finish paying their Infonavit credits.,0.3612,3
Now I understand my mom ...,0.0,2
"The UNAM National Autonomous University of Mexico continues to surprise us, now with a new career.",0.2732,3
Construction was done to avoid cutting down thousands of trees.,-0.4019,1
"#SLP | They detect in Moctezuma and Mexquitic, dog fighting rings. Dogs are left in deplorable conditions, tied to the sun and even without eating, to stress them in such a way that they leave their aggressive side. Details:",-0.2425,1
Our popular Barbie is ready for Day of the Dead!,0.0,2
If any of your parents was not responsible for your child support during childhood. COVER IT!,0.257,3
Incredible! Altar of the Virgin of Guadalupe is intact after fire in Notre Dame.,-0.2244,1
#Video,0.0,2
This folding ladder is perfect for when we find it difficult to achieve what we need in the highest cupboards,0.296,3
The driver Juan Manuel Jiménez de Tu Ciudad #EnTiempoReal was attacked live during the transmission of the march against gender violence.,-0.7964,1
"She is #NancyRisol, the young indigenous youtuber who is conquering the Internet.",0.0,2
The SAT shared the tax data of 32 taxpayers who presented unusual activities related to hydrocarbon theft and in turn the Audit requested to study another 200 cases.,0.34,3
"“It is very clear that we are not the only beings with intelligence. There are pigs that are smarter than some dogs, and yet they are treated as if they were things. ” Jane Goodall laments the human cruelty towards other animals on Earth",0.3804,3
It will be part of the new educational project of the AMLO administration.,0.0,2
"""What did the children teach me?"" José Antonio Fernández Bravo: “I learned to imagine answers that I could never suspect before, to teach from the brain of the one who learns”",0.2235,3
"We have no proof, but no doubt, Chris Hemsworth is a like a real Norse god.",-0.1901,1
#Internationals declare the koala functionally extinct in Australia. More details here.,0.0,2
The chilling injury has already gone around the world.,-0.4404,1
And how are you doing with the thesis? The new member of the National Guard has 12 Doctorates,0.0,2
"We have 31 years left to live on Earth, the UN warns",-0.1027,1
A truck with cement overturned on the HuatulcoSalina Cruz highway and the villagers took nothing to commit acts of prey ... Then we blame the army?,-0.5086,1
Look at everything they said during the #DePrimeraMano broadcast,0.0,2
With that money the mothers will decide if they give these resources to the nurseries or a relative to take care of their children.,0.4939,3
